CID0,TOID,CPPO,CPST,CPTX
1502,511,6,388,-J sit atop the Coaches' Poll after punishing -d.
1503,511,6,388,-b gets some respect after a strong performance against -d.
1504,511,6,388,-b gets noticed after their -L---M drubbing of -d.
1505,511,0,389,Nobody's playing better right now than the -f--led -J.
1506,511,6,389,-f-" consistency is one of the reasons -b is ranked -8 in the nation.
1507,511,6,389,-J are named the new #1 after burying -d -L---M.
1508,511,6,389,-b takes over #1 after flexing its muscle against -d.
1509,511,6,389,-J grab the #1 ranking after embarrassing -d -L---M.
1510,511,6,389,Coaches are impressed with -b-" performance vs. -d.
1511,511,0,390,The -J offense is sparked by the fiery -f.
1512,511,6,390,There is a new leader in the latest Top 25 poll.
1513,511,6,390,-J are happy to find out they're #1 in the latest poll.
1514,511,6,390,Coaches give -b their approval in latest poll.
1515,511,6,390,-J wake up to find that they are the new #1.
1516,511,6,390,-f and the -J are feeling good after being voted number one.
1517,511,6,390,-b (-H) slides to the top slot in latest poll.
1518,511,0,391,-f and the explosive -J offense take over the Top spot.
1519,511,0,391,The -f--led -J are up to challenge of being the #1 ranked team.
1520,511,1,391,-f has the -J sitting pretty atop the coaches' poll.
1521,511,1,391,The votes are in -- -f and the -J are the best in the land.
1522,511,2,391,-b -a -E -f and the -J are hard to top.
1523,511,2,391,-f-" play has helped the -J to the number one ranking.
1524,511,3,391,Defense leads the -J to the #1 spot in the coaches' poll.
1525,511,4,391,Clutch special teams play has led the -J to the top spot.
1526,511,4,391,Special teams play has been key in leading -b to the head of the pack.
1527,511,5,391,Special teams play has been key in leading -b to the head of the pack.
1528,511,5,391,The multitalented -f and the -J are tops in the country.
1529,511,6,391,-J take over the number one spot in latest poll.
1530,511,6,391,-b gets the nod from the coaches' in the latest poll.
1531,511,6,391,Can -b handle the pressure of being voted #1?
1532,511,6,391,The coaches vote the -b -J No. 1 in the latest poll.
1533,511,6,391,The -J climb to the top spot in the latest coaches' poll.
1534,511,6,392,-b outlasts -d to stay at number one for another week.
1535,511,6,392,-J pull off an OT thriller and retain Top ranking in poll.
1536,511,6,392,-J survive a scare to -d and keep their number one spot.
1537,511,6,392,-8 -b gets all they could handle from the -K.
1538,511,6,392,-J somehow find a way to win and to stay atop poll.
1539,511,6,392,-b holds on to the Top spot as they hold off -d in OT.
1540,511,3,393,An aggressive defense has led the -8 -J to -; -H record in -P.
1541,511,3,393,-f and the -J defense look to take home a Championship in -P.
1542,511,6,393,The -J defense steps up and helps -b retain the top spot.
1543,511,6,393,-J retain Top spot after defensive struggle with -d.
1544,511,6,393,-b gets the nod despite a less--than--stellar offensive showing.
1545,511,6,393,-J struggle offensively but hold their top spot.
1546,511,6,394,-b retains their No. 1 ranking after a barn burning victory against -d.
1547,511,6,394,-J hold on to the Top spot after an exciting -L---M victory over -d.
1548,511,6,394,-b hangs on to #1 after surviving a shootout against -d.
1549,511,6,394,-J outshoot -d and remain Top dog in poll.
1550,511,6,394,-b outguns -d -L---M to stay on top in Coaches' Poll.
1551,511,6,394,-b is still #1 after their thrilling -L---M victory over -d.
1552,511,6,395,-b holds on to the #1 ranking following an impressive defensive showing.
1553,511,6,395,Voters are impressed with -b-" shutout of the -K.
1554,511,6,395,-b-" defense dominates and retains the top spot.
1555,511,6,395,-J enjoy another week at #1 after their defense shuts out -d.
1556,511,6,395,-b guards the Top spot with a dominating defensive performance.
1557,511,6,395,-J remain in first place after blanking -d -L---M.
1558,511,4,398,-8 -b has the luxury of having an athlete at kicker.
1559,511,6,398,-J retain lead in poll after edging out -d -L---M.
1560,511,6,398,-b stays at #1 after a near loss against -d.
1561,511,6,398,-J stay ahead of the pack following a thrilling win over -d.
1562,511,6,398,-J are still #1 following a hair--raising -L---M victory over -d.
1563,511,6,398,-b remains #1 following -; -L---M against -d.
1564,511,6,399,The -J have their eyes set on the National Title.
1565,511,6,399,-J whoop -d to remain #1 in the latest Coaches' Poll.
1566,511,6,399,-b beats up on -d to retain their #1 ranking in poll.
1567,511,6,399,-b remains in the Top slot after a convincing -L---M win over -d.
1568,511,6,399,-J overpower -d -L---M to stay atop the poll.
1569,511,6,399,Latest poll still has -b #1 after their -L---M dismantling of d.
1570,511,6,400,-f and the -J love the expectations and the spotlight.
1571,511,6,400,There's not a better team than the -J in all of college football right now.
1572,511,6,400,-J pommel -d to stay atop the poll.
1573,511,6,400,-J steamroll -d while maintaining the number one rank.
1574,511,6,400,-b is the team to beat.
1575,511,6,400,-J dominate -d -L---M to remain the leader in poll.
1576,511,6,402,The -H -J remain at number one after a win over -d.
1577,511,6,402,-b (-H) sits atop the Coaches' Poll after beating -d.
1578,511,6,402,-8 -b is coming off of a good -L---M victory over -d.
1579,511,6,402,-b is still number one after defeating -d -L---M.
1580,511,6,402,The top spot is unchanged after -8 -b defeated -d -L---M.
1581,511,6,402,-J retain the Top position with a win over -d.
1582,511,6,403,-b remains at #1 after losing -; -L---M OT heartbreaker to -d.
1583,511,6,403,-J get some good news following their devastating OT loss to -d.
1584,511,6,403,-b falls to -d in OT but remain #1.
1585,511,6,404,-J get the nod in poll even after losing defensive battle.
1586,511,6,404,-b has an offensive letdown but remain #1.
1587,511,6,404,-J struggle offensively but have enough to remain #1.
1588,511,6,404,-b loses in a defensive game but hold on top spot.
1589,511,6,405,-b keeps Top spot even after coming up short in high--scoring affair.
1590,511,6,405,-J still #1 despite losing a shootout to -d.
1591,511,6,405,-J on the losing end of a defensive shortage but hold top spot.
1592,511,6,406,-b-" offense is shut out but the -J stay #1.
1593,511,6,406,-J get blanked by -d but sits atop Coaches' poll.
1594,511,6,409,-J can't overcome a pesky -d team but remain #1 in poll.
1595,511,6,409,-b is happy to remain #1 after a devastating loss to -d.
1596,511,6,409,-J stay on top despite losing a close one to -d.
1597,511,6,410,The -J retain the #1 spot despite an embarrassing -M---L loss to -d.
1598,511,6,410,-b is number one even after getting lambasted -M---L.
1599,511,6,411,Find out where the -J drop after their humiliating -M---L loss.
1600,511,6,411,The -J are still #1 after getting crushed -M---L by -d.
1601,511,6,412,-b-" #1 ranking is a little hard to swallow following the -M---L loss.
1602,511,6,412,-J are not feeling like the #1 team in the nation right now.
1603,511,6,412,The #1 ranking can't help the -J overcome the pain of defeat.
1604,511,6,413,-J remain number one in poll.
1605,511,6,413,-b hangs on to the Top spot in latest poll.
1606,511,6,413,The top seed remains unchanged for at least another week.
1607,511,6,413,-b continues to dwell at the top spot in latest Coaches' Poll.
1608,511,6,413,No other team can knock -b off its perch atop poll.
1609,511,6,413,-J retain its number one ranking for another week.
1610,511,6,414,-b jumps to -8 after defeating -d -L---M.
1611,511,6,414,-b-" win over -d moves them to -8 in the latest poll.
1612,511,6,414,-J leap to -8 after their victory over -d.
1613,511,6,414,-J climb to the -8 spot in the latest poll after beating -d.
1614,511,6,414,-b soars to -8 in the latest Coaches' Poll following win.
1615,511,6,414,-b-" -L---M defeat of -d lifts them to -8 in the latest poll.
1616,511,6,415,-b drops to -8 after losing to -d -M---L.
1617,511,6,415,The -d loss knocks -J to the -8 spot in latest poll.
1618,511,6,415,-J fall to -8 following their -M---L defeat at the hands of -d.
1619,511,6,415,-J slip to -8 after losing to -d.
1620,511,6,415,-b-" setback to -d drops them to -8 in the latest Coaches' Poll.
1621,511,6,415,-b slides down to -8 after their loss to -d.
1622,511,6,416,-b is jumped in the Coaches' Poll despite win over -d.
1623,511,6,416,-J drop to -8 despite beating -d -L---M.
1624,511,6,416,The coaches were not impressed with -b-" victory over -d.
1625,511,6,416,-J slide to -8 even after taking care of business against -d.
1626,511,6,417,-J jump to -8 in polls despite loss.
1627,511,6,417,-J move up to -8 after losing to -d.
1628,511,6,417,-b climbs to -8 even after suffering a loss to -d.
1629,511,6,417,-J come in at -8 despite losing their last game to -d.
1630,511,6,418,-J climb to -8 in the latest Coaches' Poll.
1631,511,6,418,-b lunges to the -8 spot in the latest Top 25.
1632,511,6,418,-J rise to the -8 ranking in new poll.
1633,511,6,418,-b (-H) leaps to -8 in the latest poll.
1634,511,6,419,-b takes a dive to -8 in the latest poll.
1635,511,6,419,-J sink to the -8 spot in the most recent Top 25 poll.
1636,511,6,419,-b (-H) plunges to the -8 ranking in recent poll.
1637,511,6,419,Voters penalize -b in latest poll.
1638,511,6,422,Fans in -E are excited about their -P -J.
1639,511,6,422,The preseason poll has the -J at -8.
1640,511,6,422,-8 -J expect to have great -P campaign.
1641,511,6,422,-J look to take home the title in -P.
1642,511,4,423,-8 -b is well--stocked on all fronts including special teams.
1643,511,5,423,-8 -b is well--stocked on all fronts including special teams.
1644,511,6,423,The latest poll has -b at -8.
1645,511,6,423,-f and -b receives plenty of attention from voters.
1646,511,6,423,Check out the latest movements in the Top 25.
1647,511,6,423,See where -b is this week in the polls.
1648,511,6,424,-J sit at -8 in the latest Coaches' Poll.
1649,511,6,424,-8 -b looks to finish the season strong.
1650,511,6,424,-J are confident about their upcoming games.
1651,511,6,424,-b (-H) is looking at improving for the stretch run.
1652,511,0,425,-f has led the -J to -; -8 ranking in the latest poll.
1653,511,1,425,-f-" running ability has helped the -J to -; -8 ranking.
1654,511,6,425,The -J are hoping for bigger things this postseason.
1655,511,6,425,Do the -8 -J have what it takes to win a title?
1656,511,6,426,-b finishes -8 in the final poll.
1657,511,6,426,The final poll has -b ranked -8 in the nation.
1658,511,6,426,The season's final poll shows -J ranked -8.
1659,511,6,426,-J are ranked -8 in the final poll of the season.
1660,511,6,427,Check out the winners and losers in this week's polls.
1661,511,6,428,The -g leads the nation in the number of All--Americans.
1662,511,6,428,-g proves most talented as they lead all others in all--Americans.
1663,511,6,428,-g comes away with the highest number of all--Americans.
1664,511,6,429,-b leads the nation in the number of all--Americans.
1665,511,6,429,-J are the most talented team based on the number of all--Americans.
1666,511,6,429,-b leads all teams in the number of all--Americans.
1667,511,6,429,-b boasts the highest number of players named to the all--American team.
1668,511,1,430,-b-" explosive -f is as competitive as they come.
1669,511,3,430,-f leads the list of defensive All--Americans.
1670,511,5,430,The -J have an All--American special teamer in -A -f.
1671,511,6,430,-f gives the -J an all--American at the crucial -a position.
1672,511,6,430,All--American -f is looking forward to the -P season.
1673,511,0,430,The -J expect a big year from their All--American -B quarterback -f.
1674,511,6,430,-b needs a good -b year from -f to have a successful season.
1675,511,6,431,EA SPORTS announces its All--American Teams for the -P season.
1676,511,6,431,-b-" -f makes it to the prestigious EA SPORTS All--American Team.
1677,511,6,431,Find out if your favorite players made the elusive list of All--Americans.
1678,511,6,431,Check out who makes the cut in the list of -P EA SPORTS All--Americans.
1679,511,6,431,-b-" -B -f is named to the EA SPORTS All--American team for -P.
1680,511,6,431,-b-" -f is honored to be named to the prestigious All--American Team.
1681,511,0,433,-f of -b is voted All--American after passing for -_  yards and -~ TD.
1682,511,1,433,-b-" -f earns All--American honors after rushing for -? yds & -. TD.
1683,511,6,433,-b-" -f earns All--American honors after a spectacular season at -A.
1684,511,4,433,-b-" kicker -f makes the -P All--American list.
1685,511,5,433,-f makes the All--American list.
1686,511,6,433,-f makes the All--American list.
1687,511,6,433,The -B -f garners All--American honors after a great season statistically.
1688,511,6,433,-b-" -A -e -f heads the list of EA SPORTS All--Americans.
1689,511,6,433,This year's All--American team is led by -b-" -A -B -f.
1690,511,6,433,NCAA NEXT names -b-" -f to its -P All--American team.
1691,511,6,433,-f makes the exclusive list of -P All--Americans.
1692,511,6,433,-b-" -f earns the distinction of being -; -P All--American.
1693,511,6,434,Check out this year's All--American Teams.
1694,511,6,434,-b-" -e -f leads the list of All--Americans for -P.
1695,511,6,434,The -P NCAA NEXT All--American Teams are announced.
1696,511,6,435,The -g proves to be the best conference in all of college football.
1697,511,6,435,There is no conference with more punch than the -g.
1698,511,6,435,The -g is the class of the -P college football season.
1699,511,6,435,There is no denying that the -g is the best conference in football.
1700,511,6,436,The -g is looking strong with teams like -8 -b.
1701,511,6,436,-g is the strongest conference in America.
1702,511,6,436,Teams like -b make the -g the toughest conference in football.
1703,511,6,437,-g looks to be the weakest of the six major conferences.
1704,511,6,437,The -g is considered by many the worst conference even with -b.
1705,511,6,437,The -g is having an off--year in terms of quality teams.
1706,511,0,438,-f leads the -J to -; -I -g record and the conference title.
1707,511,0,438,The -J-" -f brings the -g title to -E.
1708,511,1,438,-f and the -J are kings of the -g!
1709,511,1,438,-f and the -J celebrate winning the -g Championship.
1710,511,2,438,-f is happy sporting a Championship Ring.
1711,511,3,438,-b wins the -g Championship behind -f and a stingy defense.
1712,511,4,438,-b-" kicker is proud to be called -g Champions.
1713,511,5,438,-b-" all--purpose player -f helps team take home -P -g title.
1714,511,6,438,-b wins the -g after going -I in conference play.
1715,511,6,438,The -b -J are your -P -g Champions!
1716,511,6,438,-b takes home the -g Championship.
1717,511,6,438,-b is crowned -g Champs after a successful -P campaign.
1718,511,6,438,The -g crowns -b as its -P Conference Champions.
1719,511,6,438,The -J take home the -g title after finishing -I in the conference.
1720,511,6,439,-b takes the early lead in a wide--open -g race.
1721,511,6,439,-J are ahead of the pack in the young -g season.
1722,511,6,439,Can the -J continue to win in the -g?
1723,511,6,439,-b leads a list of possible -g contenders in -P.
1724,511,6,440,-J are optimistic about winning the -g title in -P.
1725,511,6,440,It's still early but the -J are the current favorites for the -g title.
1726,511,6,440,Can the -J win the -P -g Championship?
1727,511,6,440,-b could very well take home the conference title in -P.
1728,511,6,441,Can the -J hold on to win the -g title in -P?
1729,511,6,441,-b is in an enviable position atop the -g ladder.
1730,511,6,441,Look for the -J to win the -g title in -P.
1731,511,6,441,The -P -g Championship looks like it's heading to -E.
1732,511,0,442,Can -f lead the -J to the -P -g title?
1733,511,1,442,Can the -J running attack guide -b to the -g title in -P?
1734,511,2,442,-f and a good -a receiving group are the reason they win the -g.
1735,511,3,442,Defense is the reason -b is picked to win the -g.
1736,511,3,442,The -J defense will shut down -g opponents in -P.
1737,511,4,442,Great special teams may lead -b to a conference title in -P.
1738,511,4,442,The sure--footed -f and the -J have the inside track to the -g title.
1739,511,5,442,The all--around talent of the -J will get them the -g title in -P.
1740,511,5,442,The flashy -f looks to capture the -g ring in -P.
1741,511,6,442,-b is our pick to win the -g in -P.
1742,511,6,442,Check out our conference predictions for -P.
1743,511,6,442,Where will the -J finish in the -g for -P?
1744,511,6,442,Look for -b to be at the top of the -g standings in -P.
1745,511,6,442,-f and -b are our pick to win the -g in -P.
1746,511,6,442,-f looks to lead the -J to the Top of the tough -g.
1747,511,6,442,-f has the -J excited about winning the -P -g title.
1748,511,6,442,-b is projected to win the -g title in -P.
1749,511,6,443,-b should take home the conference title in -P.
1750,511,6,443,The -P -g title is -b-" first goal this season.
1751,511,6,443,-J are excited about starting their drive for the -g title.
1752,511,6,443,-b-" primed to make a run at the -g Championship.
1753,511,6,444,Can the -J take home the conference title in -P?
1754,511,6,444,-P looks to be -b-" year in the -g.
1755,511,6,444,The -g title could be -b-" to lose if they continue to play well.
1756,511,6,444,-J look to gain momentum down the stretch.
1757,511,6,445,-J should come away with the -g Championship in -P.
1758,511,6,445,-f and the -J are favored to win the -g in -P.
1759,511,6,445,-f and the -J offense expect to win the -g title.
1760,511,6,445,At -H (-I in -g play) -b-" looking at a conference title.
1761,511,6,446,The rest of the -g has their focus on -b.
1762,511,6,449,-f earns POTW honors following season--opening win over -d.
1763,511,6,449,-b-" -f is Player of the Week after season--opening win.
1764,511,6,449,-f is honored after -b opens -P with a victory over -d.
1765,511,6,449,-f is awarded Player of the week after -J open season with a win.
1766,511,6,450,-f is recognized following -b-" conference opening win.
1767,511,6,450,-f earns POTW after -b-" -g--opening victory.
1768,511,6,450,-b-" -f has a great day in conference opener.
1769,511,6,450,-f is honored for his performance against -g foe -d.
1770,511,6,451,-f is acknowledged following -b-" upset of -d.
1771,511,6,451,-f-" performance in -b-" upset of -d earns him POTW.
1772,511,6,451,-f is honored to Top off a wild weekend for -b.
1773,511,6,451,-b-" upset of -d earns -f Player of the Week honors.
1774,511,0,452,-f leads -b to victory over the upset--minded -K.
1775,511,6,452,-f is recognized after the -J survive a scare against -d.
1776,511,6,452,-f is honored after -8 -b-" near loss to -d.
1777,511,6,452,-f is awarded POTW as the -J dodge a bullet against -d.
1778,511,0,454,-f leads the -J to victory over rival -d.
1779,511,6,454,-f is awarded POTW for his performance against rival -d.
1780,511,6,454,Being named Player of the Week can't top beating your rival.
1781,511,6,454,-b-" -f earns POTW after gutsy performance in rivalry game.
1782,511,0,455, -f puts on a spectacular performance.
1783,511,1,455,-f rushed for -s yds & -t TD en route to being named Player of the week.
1784,511,2,455,-f scored -M TD on -v receiving yards and -s rushing yards against -d.
1785,511,3,455,The Defensive Player of the Week honors go to -b-" -f.
1786,511,4,455,-b-" -f earns -g Off. Player of the Week honors after going -3 of -4.
1787,511,5,455,-b-" -f gained -l all--purpose yards and -m TD against -d.
1788,511,6,455,-f helped -b earn a hard--fought OT victory over -d.
1789,511,6,455,League recognizes -f-" performance in -b-" OT win over -d.
1790,511,6,455,-f and -b outlasts -d in overtime.
1791,511,6,455,-f is honored following -b-" thrilling -L---M OT win.
1792,511,6,455,-f named Player of the week after spectacular performance against -d.
1793,511,0,456,-f passes his way to Player of the Week honors.
1794,511,1,456,-K defense could not contain -f.
1795,511,2,456,-f scored -M TD on -v receiving yards and -s rushing yards against -d.
1796,511,3,456,-f is honored as the -J defense comes up big against -d.
1797,511,3,456,-f and -b-" D step up to the challenge against -d.
1798,511,3,456,The Defensive Player of the Week honors go to -b-" -f.
1799,511,4,456,-b-" -f earns -g Off. Player of the Week honors after going -3 of -4.
1800,511,5,456,-b-" -f gained -l all--purpose yards and -m TD against -d.
1801,511,6,456,-b-" -f is recognized following a defensive battle vs. -d.
1802,511,6,456,-f has huge day statistically as -J win a defensive struggle with -d.
1803,511,6,456,-b-" -f earns POTW honors after great performance against -d.
1804,511,0,457,-f is named POTW after outgunning -K in -L---M shootout.
1805,511,0,457,-b-" -f leads the -J to a wild -L---M victory.
1806,511,0,457,-f completed -N of -O passes for -P yds & -Q TD against -d.
1807,511,1,457,-f has big day against -d with -s rush yds.
1808,511,2,457,-f scored -M TD on -v receiving yards and -s rushing yards against -d.
1809,511,3,457,The Defensive Player of the Week honors go to -b-" -f.
1810,511,4,457,-f gets POTW after making -3 FG.
1811,511,5,457,-f amassed -L all--purpose yards and -M TD against -d.
1812,511,6,457,-b-" -f is lauded for performance in shootout with -d.
1813,511,6,457,-f is honored after helping the -J hold off -d.
1814,511,6,457,-f named Player of the week for performance against -d.
1815,511,0,458,-f completed -N of -O passes for -P yds & -Q TD against -d.
1816,511,1,458,-f has big day against -d with -s rush yds
1817,511,2,458,-f scored -M TD on -v receiving yards and -s rushing yards against -d.
1818,511,3,458,-f is honored for his help in blanking the -K.
1819,511,3,458,-f and the -J defense shut down -d.
1820,511,3,458,The Defensive Player of the Week honors go to -b-" -f.
1821,511,4,458,-f gets POTW after making -3 FG.
1822,511,5,458,-f amassed -L all--purpose yards and -M TD against -d.
1823,511,6,458,-f earns kudos for his performance in -b-" shutout of -d.
1824,511,6,458,-b-" -f earns POTW honors after a shutout victory.
1825,511,6,458,-f named Player of the week for performance against -d.
1826,511,0,461,-f could do no wrong against the -K defense.
1827,511,1,461,-f earns -g POTW honors gaining -s yards and -t TD against -d.
1828,511,2,461,-b-" -f wins POTW after -; -u--catch -v--yard -w--TD performance.
1829,511,3,461,The Defensive Player of the Week honors go to -b-" -f.
1830,511,4,461,-f gets POTW after making -3 FG.
1831,511,5,461,-b-" -f gained -l all--purpose yards and -m TD against -d.
1832,511,6,461,-f earns Player of the week as -J slip by -d.
1833,511,6,461,-f is honored for helping -b edge out -d.
1834,511,6,461,-f-" play is recognized after a hair--raiser with -d.
1835,511,6,461,-f is awarded POTW after -b-" tight battle with -d.
1836,511,6,461,-f is named the -g POTW after a monster performance against -d.
1837,511,0,462,-f completed -N of -O passes for -P yds & -Q TD against -d.
1838,511,1,462,-f has big day against -d with -s rush yds.
1839,511,2,462,-f scored -M TD on -v receiving yards and -s rushing yards against -d.
1840,511,3,462,The Defensive Player of the Week honors go to -b-" -f.
1841,511,4,462,-f gets POTW after knocking down -3 FG against -d.
1842,511,5,462,-f amassed -L all--purpose yards and -M TD against -d.
1843,511,6,462,-f and the -J have a field day against -d.
1844,511,6,462,An easy win against -d earns -b-" -f Player of the Week.
1845,511,6,462,-b-" -f is named Player of the Week after convincing victory.
1846,511,6,462,-b-" -f has a spectacular game against an overpowered -d team.
1847,511,6,462,-f named Player of the week for performance against -d.
1848,511,0,463,-f scored -m TD and amassed -p passing and -s rushing yards.
1849,511,1,463,-K defense could not contain -f as he rushed for -s yards.
1850,511,2,463,-f scored -M TD on -v receiving yards and -s rushing yards against -d.
1851,511,3,463,The Defensive Player of the Week honors go to -b-" -f.
1852,511,4,463,-b-" -f earns -g Off. Player of the Week honors after going -3 of -4.
1853,511,5,463,-b-" -f gained -l all--purpose yards and -m TD against -d.
1854,511,6,463,-f collects Player of the week honors following a laugher vs. -d.
1855,511,6,463,-f is honored after -b-" thrashing of -d.
1856,511,6,463,-b-" -f is recognized following a drubbing of -d.
1857,511,6,463,-b clobbers the -K as -f earns Player of the week honors.
1858,511,6,463,-b-" -f earns POTW honors after great performance against -d.
1859,511,0,464,-f earns Player of the week honors after leading -b to victory.
1860,511,0,464,-f could do no wrong against the -K defense.
1861,511,1,464,-f earns -g POTW honors gaining -s yards and -t TD against -d.
1862,511,2,464,-b-" -f wins POTW after -; -u catch -v yard -w TD performance.
1863,511,3,464,The Defensive Player of the Week honors go to -b-" -f.
1864,511,4,464,-f gets POTW after making -3 FGs.
1865,511,5,464,-b-" -f gained -l all--purpose yards and -m TD against -d.
1866,511,6,464,The Player of the Week goes to -f of -b.
1867,511,6,464,-f is named POTW following a win against -d.
1868,511,6,464,-b-" -f takes home Player of the Week honors after win.
1869,511,6,464,-f is named the -g POTW after a monster performance against -d.
1870,511,6,467,-f is honored in season--opening loss.
1871,511,6,467,-b-" -f is rewarded for his valiant effort in season opener.
1872,511,6,467,-f is recognized despite the -J losing their season opener.
1873,511,6,467,-f earns Player of the week as -J start the season off with a loss.
1874,511,6,468,-f is awarded POTW for his efforts in -g opener.
1875,511,6,468,-f is awarded POTW despite loss in -g opener.
1876,511,6,468,-f played extremely well in conference opening loss to -d.
1877,511,6,468,-b-" -f earns Player of the Week after loss in -g opener.
1878,511,6,469,Don't fault -f for the -J getting upset by -d.
1879,511,6,469,-b-" -f showed great heart in a tough defeat.
1880,511,6,469,-f went down swinging in -b-" upset loss to -d.
1881,511,6,470,-f and -b couldn't quite pull the upset against -d.
1882,511,6,470,-b-" -f is named Player of the Week after a near upset of -d.
1883,511,6,470,-f earns Player of the week after -b falls short in upset bid.
1884,511,6,470,-J nearly knock off -$ -d and earns -f POTW.
1885,511,6,472,-f is honored following a hard loss to rival -d.
1886,511,6,472,The league honors -f for his efforts against rival -d.
1887,511,6,472,-b-" -f is recognized after loss to -d in -R.
1888,511,6,472,-b-" -f is spectacular in a losing effort to hated -d.
1889,511,0,473,-f scores -m TD -p passing and -s rushing yards against -d.
1890,511,1,473,-b-" -f is recognized after putting up -s yards and -t TD against -d.
1891,511,2,473,-b-" -f wins POTW after -; -u catch -v yard -w TD performance.
1892,511,3,473,-b-" -f earns -g Defensive Player of the Week honors.
1893,511,4,473,-b-" -f earns -g Off. Player of the Week honors after going -3 of -4.
1894,511,5,473,-b-" -f gained -l all--purpose yards and -m TD against -d.
1895,511,6,473,-f is awarded POTW following -b-" heartbreaker to -d.
1896,511,6,473,-f-" courageous effort in -b-" OT loss to -d earns him POTW.
1897,511,6,473,-f is named POTW after a hard--fought overtime loss to -d.
1898,511,6,473,-b-" -f is honored following a tough loss against -d.
1899,511,6,473,-b-" -f earns POTW honors after great performance against -d.
1900,511,0,474,-f could do no wrong against the -K defense.
1901,511,1,474,-f earns -g POTW honors gaining -s yards and -t TD against -d.
1902,511,2,474,-b-" -f wins POTW after -; -u catch -v yard -w TD performance.
1903,511,3,474,The Defensive Player of the Week honors go to -b-" -f.
1904,511,4,474,-f gets POTW after driving in -3 FG against -d.
1905,511,5,474,-b-" -f gained -l all--purpose yards and -m TD against -d.
1906,511,6,474,-f is honored after -J lose a defensive struggle to -d.
1907,511,6,474,-b-" -f earns POTW honors after low--scoring battle with -d.
1908,511,6,474,-f is named POTW for his efforts in loss against -d.
1909,511,6,474,-f is recognized after -J come up short in struggle with -d.
1910,511,6,474,-f is named the -g POTW after a monster performance against -d.
1911,511,0,475,-f is honored after gutsy performance in heartbreaking loss to -d.
1912,511,0,475,-f completed -N of -O passes for -P yds & -Q TD against -d.
1913,511,1,475,-f has big day against -d with -s rush yds and -m TD.
1914,511,2,475,-f scored -M TD on -v receiving yards and -s rushing yards against -d.
1915,511,3,475,The Defensive Player of the Week honors go to -b-" -f.
1916,511,4,475,-f gets POTW after making -3 FG.
1917,511,5,475,-f amassed -L all--purpose yards and -M TD against -d.
1918,511,6,475,-b-" -f gathers POTW honors in shootout loss to -d.
1919,511,6,475,-f-" courageous effort is recognized in the dogfight with -d.
1920,511,6,475,-b-" -f goes down swinging against -d.
1921,511,6,475,-f named Player of the week for performance against -d.
1922,511,0,476,-f scores -m TD -p passing and -s rushing yards against -d.
1923,511,1,476,-K defense could not contain -f as he rushed for -s yards.
1924,511,2,476,-f scored -M TD on -v receiving yards and -s rushing yards against -d.
1925,511,3,476,Don't blame -f for -b-" poor offensive showing against -d.
1926,511,3,476,The Defensive Player of the Week honors go to -b-" -f.
1927,511,4,476,-b-" -f earns -g Off. Player of the Week honors after going -3 of -4.
1928,511,5,476,-b-" -f gained -l all--purpose yards and -m TD against -d.
1929,511,6,476,-f earns POTW despite the -J getting shut out.
1930,511,6,476,-b-" -f is named POTW following shutout loss to -d.
1931,511,6,476,-f gets POTW after the -J humiliating -M---L defeat.
1932,511,6,476,-b-" -f earns POTW honors after great performance against -d.
1933,511,0,479,-f earns POTW honors after -J fail to come away with win.
1934,511,0,479,-f: -n of -o -p yards and -q TD. Enough said.
1935,511,1,479,-f rushed for -s yds & -t TD en route to being named Player of the week.
1936,511,2,479,-f scored -M TD on -v receiving yards and -s rushing yards against -d.
1937,511,3,479,The Defensive Player of the Week honors go to -b-" -f.
1938,511,4,479,-b-" -f earns -g Off. Player of the Week honors after going -3 of -4.
1939,511,5,479,-b-" -f gained -l all--purpose yards and -m TD against -d.
1940,511,6,479,-b-" -f is named POTW following the tight battle with -d.
1941,511,6,479,-f-" valiant effort is rewarded following a loss to -d.
1942,511,6,479,-f is honored for his heroic efforts in a close battle with -d.
1943,511,6,479,-f named Player of the week after spectacular performance against -d.
1944,511,0,480,-f could do no wrong against the -K defense.
1945,511,1,480,-f earns -g POTW honors gaining -s yards and -t TD against -d.
1946,511,2,480,-b-" -f wins POTW after -; -u catch -v yard -w TD performance.
1947,511,3,480,-f is the lone bright spot in -b-" upsetting loss to -d.
1948,511,3,480,The Defensive Player of the Week honors go to -b-" -f.
1949,511,4,480,-f gets POTW after driving in -3 FG against -d.
1950,511,5,480,-b-" -f gained -l all--purpose yards and -m TD against -d.
1951,511,6,480,-f was impressive in -b-" lopsided loss to -d.
1952,511,6,480,-b-" -f is more focused on team goals following disturbing loss.
1953,511,6,480,-f is named POTW following -b-" difficult loss to -d.
1954,511,6,480,-f is named the -g POTW after a monster performance against -d.
1955,511,0,481,-f completed -N of -O passes for -P yds & -Q TD against -d.
1956,511,1,481,-f has big day against -d with -s rush yds.
1957,511,2,481,-f scored -M TD on -v receiving yards and -s rushing yards against -d.
1958,511,3,481,The Defensive Player of the Week honors go to -b-" -f.
1959,511,4,481,-f gets POTW after knocking down -3 FG against -d.
1960,511,5,481,-f amassed -L all--purpose yards and -M TD against -d.
1961,511,6,481,-f showcased his skills in an embarrassing loss to -d.
1962,511,6,481,-b-" -f earns POTW honors following disastrous loss to -d.
