HID0,TOID,CPST,HTXT
2187,511,334,Familiar Faces
2188,511,334,They Meet Again
2189,511,335,Hide the Children
2190,511,335,Bitter Rivals Collide
2191,511,335,Fire Meets Steel
2192,511,335,Tradition Continues
2193,511,335,Hatfields and McCoys
2194,511,336,Starting in Style
2195,511,336,Top Teams Tangle
2196,511,336,Pure Football
2197,511,336,Starting In Style
2198,511,337,Risking It All
2199,511,337,Record on the Line
2200,511,337,-J Go All In
2201,511,337,Can They Stay Perfect?
2202,511,337,-J Risk It All
2203,511,338,Streak On the Line
2204,511,338,Staying the Course?
2205,511,338,Winning Ways Ending?
2206,511,338,Can They Keep it Up?
2207,511,339,-g Foes Clash
2208,511,339,True Test
2209,511,339,Conference Crush!
2210,511,339,Fight For Survival
2211,511,340,-J Road Show
2212,511,340,On the Road
2213,511,340,Top 10 Showdown
2214,511,340,Battle in -:
2215,511,341,Top 10 Battle
2216,511,341,Home Cookin'
2217,511,341,Top 10 Teams Collide
2218,511,341,Nose To Nose
2219,511,342,For All the Chips
2220,511,342,The Final Round
2221,511,342,Decision Time
2222,511,342,Toughest Test Yet
2223,511,342,Fighting For It All
2224,511,342,Time To Settle
2225,511,342,Chips Are All In
2226,511,342,Time To Put Up
2227,511,343,Tough Season Start
2228,511,343,Big Opener
2229,511,343,No Easy Games
2230,511,343,Getting Right to Work
2231,511,343,Tough Test Early
2232,511,343,Early Test
2233,511,343,No Easy Games
2234,511,343,The Challenge Starts Now
2235,511,344,Rematch!
2236,511,344,Another Bite at the Apple
2237,511,344,Familiar Foe
2238,511,344,They Meet Again
2239,511,345,Top 25 Rivals Clash
2240,511,345,Rivals Ready to Rip
2241,511,345,Time to Play
2242,511,345,Rivals Revival
2243,511,345,Old Friends Meet
2244,511,345,Showdown in -:
2245,511,345,Rivals Collide
2246,511,345,Just Like Old Times
2247,511,346,-g Foes Clash
2248,511,346,True Test
2249,511,346,Testing the Mettle
2250,511,346,Top Teams Battle
2251,511,346,Starting In Style
2252,511,346,Conference Commandos?
2253,511,346,Conference Clash
2254,511,346,Saturday Showdown
2255,511,347,Streak On the Line
2256,511,347,Tought Test in -:
2257,511,347,Undefeatable?
2258,511,347,Perfect Record?
2259,511,347,Perfect All the Way?
2260,511,347,Can Anyone Stop Them?
2261,511,347,Staying Undefeated
2262,511,347,Any Takers?
2263,511,348,-J Bid Against -)
2264,511,348,Showdown in -:
2265,511,348,-J Continue to Run
2266,511,348,Can They Keep it Up?
2267,511,348,Streaking -J
2268,511,348,Keeping on Rollin'
2269,511,348,Adding It Up
2270,511,348,The Winning Way
2271,511,349,The Wait is Over
2272,511,349,The Time has Arrived
2273,511,349,Out to Prove a Point
2274,511,349,Looking for Revenge
2275,511,350,-g Foes Clash
2276,511,350,True Test
2277,511,350,Conference Crush!
2278,511,350,Fight For Survival
2279,511,350,Saturday Showdown
2280,511,350,It Never Gets Easier
2281,511,350,Conference Collision
2282,511,350,Key Conference Game
2283,511,351,-J Road Show
2284,511,351,Into the Jaws of Danger
2285,511,351,Top 25 Showdown
2286,511,351,Battle in -:
2287,511,351,Road Warriors
2288,511,351,Into the Enemy Camp
2289,511,351,Top 25 Road Show
2290,511,351,Behind Enemy Lines
2291,511,352,Top 25 Battle
2292,511,352,Home Cookin'
2293,511,352,Top 25 Clash in -b
2294,511,352,Big Test at Home
2295,511,352,Home Cookin'!
2296,511,352,Safe At Home
2297,511,352,Ready to Rumble
2298,511,352,Fans Ready to Rock
2299,511,353,Here We Go Again
2300,511,353,Familiar Foe
2301,511,353,For All the Marbles
2302,511,353,They Meet Again
2303,511,354,Time To Put Up
2304,511,354,Title Fight in -:
2305,511,354,Can They Take It All?
2306,511,354,Let the Rumble Begin
2307,511,355,Tough Road Ahead
2308,511,355,Into the Fire
2309,511,355,Preparing an Invasion
2310,511,355,Entering Hostile Territory
2311,511,356,First Real Test
2312,511,356,Semester's First Test
2313,511,356,The Real Season Begins
2314,511,356,Conference Play Opens
2315,511,357,Conference Clash
2316,511,357,The March Goes On
2317,511,357,Nothing's Easy
2318,511,357,Conference Clash
2319,511,358,Bring on the -|!
2320,511,358,Bringing the Passion
2321,511,358,Going to War
2322,511,358,Itchin' for the Fight
2323,511,359,The Nation's Best
2324,511,359,Winner!
2325,511,359,Heisman Dreams!
2326,511,359,Best of the Best
2327,511,359,Greatness!
2328,511,359,Making History
2329,511,359,The Elite Fraternity
2330,511,359,His Finest Hour
2331,511,359,Defining Moment
2332,511,359,Dreams Fulfilled
2333,511,360,The Unusual Suspect
2334,511,360,The New Favorite?
2335,511,360,Checking the Ballots
2336,511,360,A New Face on the List
2337,511,360,Heisman Heist?
2338,511,361,Dashed Dreams
2339,511,361,Lost Hope
2340,511,361,A Cruel Twist
2341,511,361,Bad Break
2342,511,361,A Painful Loss
2343,511,362,Not Living up to the Hype
2344,511,362,Overrated?
2345,511,362,Not Making the Grade
2346,511,362,Fallen Star
2347,511,362,Falling off the Map
2348,511,363,Another Hopeful
2349,511,363,Rising Star
2350,511,363,One to Watch
2351,511,363,Just off the Radar
2352,511,363,On the Rise
2353,511,364,An Early Candidate
2354,511,364,Heisman Dark Horse?
2355,511,364,Heisman Hope or Hype?
2356,511,364,Could He Win?
2357,511,364,Is He the Best?
2358,511,364,Preseason Hopeful
2359,511,364,Believe the Hype!
2360,511,364,-e!
2361,511,364,Heisman Hopeful
2362,511,364,Give it to Him!
2363,511,365,Higher Profile
2364,511,365,A New #1
2365,511,365,New Top Dog
2366,511,365,Front of the Pack
2367,511,365,New Leader
2368,511,366,No Stopping Him
2369,511,366,Swimming While Sinking
2370,511,366,The Silver Lining
2371,511,366,Vaulting to the Top
2372,511,366,New Top Dog
2373,511,367,A Candidate Emerges
2374,511,367,Talking Heisman?
2375,511,367,Heisman Hopeful
2376,511,367,He Got Next?
2377,511,367,Ready to Shine
2378,511,367,"-b-"" Bright Spot"
2379,511,367,Leading the -J
2380,511,367,-e!
2381,511,367,The Early Favorite!
2382,511,367,Household Name
2383,511,368,Heisman Form
2384,511,368,Too Early To Tell?
2385,511,368,In the Bag?
2386,511,368,Is He the Best?
2387,511,368,Gaining Momentum
2388,511,368,Heisman Material?
2389,511,368,Mid--Season Form
2390,511,368,Rolling Along
2391,511,368,A Star in the Making
2392,511,368,Who is this Guy?
2393,511,369,Heisman Buzz Grows
2394,511,369,Heisman Hopeful
2395,511,369,Looking Ahead
2396,511,369,Where Does He Stand?
2397,511,369,Heisman Hype
2398,511,369,Closer to the Heisman?
2399,511,369,Making a Statement!
2400,511,369,The Real Deal
2401,511,369,The One to Watch
2402,511,369,Watch Out!
2403,511,370,This Year's Winner?
2404,511,370,Is He the H--man?
2405,511,370,Heisman Hopeful?
2406,511,370,Heisman Buzz Builds
2407,511,371,What a Ride!
2408,511,371,Miracle Run!
2409,511,371,Can You Believe It?!
2410,511,371,Dreams Do Come True!
2411,511,371,A Magical Season
2412,511,372,Unblemished Season
2413,511,372,What a Year!
2414,511,372,Perfection!
2415,511,372,The Season to Believe!
2416,511,372,Undefeated Champs!
2417,511,372,No Doubt About It!
2418,511,373,The People's Champ?
2419,511,373,Scandal Brewing
2420,511,373,The Real Champs?
2421,511,373,Controversy!
2422,511,373,Really the Champs?
2423,511,374,Split Down the Middle
2424,511,374,Split Decisions
2425,511,374,Spliting Headache
2426,511,374,Unfinished Business
2427,511,375,One Sad Day...
2428,511,375,Stepping Down
2429,511,375,Nothing but Class!
2430,511,376,Cha--Cha--Champs!
2431,511,376,Winning It All!
2432,511,376,Best of the Best!
2433,511,376,Mission Accomplished
2434,511,376,-J Win It All!
2435,511,376,National Champs!
2436,511,376,Top of the Heap!
2437,511,376,Last Team Standing!
2438,511,376,Numero Uno!
2439,511,376,Wearing the Crown!
2440,511,376,Champions!
2441,511,376,What a Ride!
2442,511,376,On Top of the World!
2443,511,376,-L---M!
2444,6,377,Hogwash!
2445,511,377,Robbed!
2446,511,377,No Respect!
2447,511,377,Are You Kidding?
2448,511,377,-a Fans Irate
2449,511,377,Where's the Love?
2450,511,377,Stiffed!
2451,511,377,-b Cries Foul
2452,511,377,Disrespected!
2453,511,378,Who?!
2454,511,378,Out of Nowhere!
2455,511,378,A Bad Moon Rising...
2456,511,378,The Surprising -J
2457,511,378,Dark Horse
2458,511,378,-J?
2459,511,379,Making a State--ment!
2460,511,379,The Winning State
2461,511,379,Football World
2462,511,379,It Happens Here
2463,511,380,Making 'em Pay
2464,511,380,Payback!
2465,511,380,Change is Good
2466,511,380,Showing 'em Up
2467,511,381,-J Jump to the Top
2468,511,381,OT Win Means a New #1
2469,511,381,OT Catapult
2470,511,381,The Fight for First
2471,511,382,-J Take Top Spot
2472,511,382,Defense Earns Top Spot
2473,511,382,Fighting for First
2474,511,382,The New King
2475,511,383,-J Shoot Their Way to #1
2476,511,383,Guns A'Blazing
2477,511,383,-J Leap to the Top
2478,511,383,Shooting for #1
2479,511,383,Going on the Offensive
2480,511,384,-J Take Top Spot
2481,511,384,Shutout Win Earns #1
2482,511,384,Leap to the Top
2483,511,384,Defense Earns Top Spot
2484,21,385,Death Rally
2485,45,385,Death Rally
2486,76,385,Happy Rally
2487,511,385,Staking Their Claim
2488,511,385,One for the Ages
2489,511,385,-J Rally to Claim Top Spot
2490,511,385,Great Finish. Better Reward
2491,511,386,At the Helm of the Bobsled
2492,511,386,Pulling Through
2493,511,386,New Sheriff in Town
2494,511,386,-b Stakes Their Claim
2495,511,387,A New Face
2496,511,387,New King of the Heap
2497,511,387,Taking the Reins
2498,511,387,In the Driver's Seat
2499,511,388,Rolling Along
2500,511,388,Rising to the Top
2501,511,388,-J Rip It Up!
2502,511,388,The Tip of the Spear
2503,511,388,Shake--Up at the Top
2504,511,389,A Thorough Beating
2505,511,389,Amazing Leap to the Top
2506,511,389,Big Grab for #1
2507,511,389,-J Lay Claim to #1
2508,511,390,Front of the Line
2509,511,390,Best of the Best
2510,511,390,-J Take Top Spot
2511,511,390,The New Leaders
2512,511,390,Jump to the Top
2513,511,391,Look Who's At the Top!
2514,511,391,The Nation's Best
2515,511,391,Grabbing the #1 Spot
2516,511,391,The New Top Dog
2517,511,392,-J Keep the Top Spot
2518,511,392,Still on Top!
2519,511,392,A Steel Grip on #1
2520,511,392,Not Going Anywhere
2521,511,393,Defense Rules
2522,511,393,Defending #1
2523,511,393,Title Defense
2524,511,393,Standing Their Ground
2525,511,394,Shootout!
2526,511,394,Ruling the Roost
2527,511,394,-J Hold Tight
2528,511,394,Holding Tight
2529,511,394,Defending the Keep
2530,511,395,Slamming the Door
2531,511,395,Still Tops
2532,511,395,-J Keep Top Spot
2533,511,395,Vise Grip on #1
2534,511,395,Blanked 'Em!
2535,21,396,Death Rally
2536,45,396,Death Rally
2537,76,396,Happy Rally
2538,511,396,Digging Deep
2539,511,396,Saving the Season
2540,511,396,Near Disaster
2541,511,396,Rabbit Out of a Hat
2542,511,397,Whew!
2543,511,397,2nd--Half Flourish
2544,511,397,Close Call
2545,511,397,Comeback Kids
2546,511,398,Barely Holding On
2547,511,398,Atop a Narrow Perch
2548,511,398,-J Cling to #1
2549,511,398,Clinging to the Top
2550,511,398,Still the One to Beat
2551,511,398,Holding Tight
2552,511,399,Undisputed!
2553,511,399,Without a Doubt
2554,511,399,No More Doubters
2555,511,399,Playing Like the Best
2556,511,399,The Train Rolls On
2557,511,400,No Doubt About It
2558,511,400,Thumped!
2559,511,400,Quieting the Critics
2560,511,400,Bowling Them Over
2561,511,401,Victory with a Price
2562,511,401,A Win and a Loss
2563,511,401,Thorn of the Rose
2564,511,401,Good News/Bad News
2565,511,402,Still King of the Hill
2566,511,402,Holding Tight at the Top
2567,511,402,-J Keep Rollin'
2568,511,402,-J Retain Top Spot
2569,511,402,Remaining the Same
2570,511,403,Loss? What Loss?
2571,511,403,Not Slowed By Loss
2572,511,403,Still Unscathed at #1
2573,511,403,Continued Domination
2574,511,404,Defense Rules
2575,511,404,Defending #1
2576,511,404,Title Defense
2577,511,404,Standing Their Ground
2578,511,405,Still at the Top?
2579,511,405,-J Just Won't Let Go
2580,511,405,A Steel Grip on #1
2581,511,405,Won't Go Away
2582,511,406,Still at the Top?
2583,511,406,No Slowing the -J
2584,511,406,The Polls Love the -J
2585,511,406,Surviving a Shutout
2586,511,407,King of the Hill?for Now
2587,511,407,"#1
2588,511,407,Surviving a Meltdown
2589,511,407,No Harm Done
2590,511,408,Staying Put
2591,511,408,Good News/Bad News
2592,511,408,Not Letting Go
2593,511,408,No Harm Done
2594,511,409,-J Just Won't Let Go
2595,511,409,A Steel Grip on #1
2596,511,409,Surviving a Close Loss
2597,511,409,#1 Despite the Loss
2598,511,410,Hanging Tight
2599,511,410,-J Shrug off Loss
2600,511,410,Holding Ground
2601,511,410,Not Out and Not Down
2602,511,411,-J Shrug off beating
2603,511,411,Loved by the Polls
2604,511,411,-J Cling to #1
2605,511,411,Still #1?
2606,511,412,-J Won't Let Go of #1
2607,511,412,Not Going Anywhere
2608,511,412,Still Clutching to #1
2609,511,412,Still At the Top
2610,511,413,Still on Top!
2611,511,413,Won't Let Go
2612,511,413,Still Holding On
2613,511,413,Refusing to Budge
2614,511,414,Crashing the Party
2615,511,414,Making Noise
2616,511,414,Jumping Up
2617,511,414,Rocketing Up!
2618,511,415,-J lose Ground
2619,511,415,Stuck in Reverse?
2620,511,415,Loss Stings the -J
2621,511,415,Sliding Down the Poll
2622,511,416,No Respect!
2623,511,416,Overlooked?
2624,511,416,Where's the Love?
2625,511,416,Pollsters Not Impressed
2626,511,417,Echo Effect?
2627,511,417,Bouncing Back
2628,511,417,Made of Rubber?
2629,511,417,Moving On Up
2630,511,418,Poll--Vaulter
2631,511,418,Heading North
2632,511,418,Climbing the Ladder
2633,511,418,Onward and Upward
2634,511,419,-J Stumble
2635,511,419,Heads Up!
2636,511,419,Look Out Below!
2637,511,419,Going in Reverse
2638,511,420,A Season Spoiled
2639,511,420,Blemished!
2640,511,420,In Hot Water
2641,511,420,Haunted by the Past
2642,511,420,Busted!
2643,511,421,Watching Their Step
2644,511,421,Playing by the Rules?
2645,511,421,Playing with Fire
2646,511,421,Skirting the Line
2647,511,421,Under Fire
2648,511,422,Building the Buzz
2649,511,422,Is This the Year?
2650,511,422,Hopes Renew
2651,511,422,Ready to Rumble
2652,511,423,It's Still Early
2653,511,423,An Early Look
2654,511,423,-J Impress Pollsters
2655,511,423,Will They Be There?
2656,511,424,Mid--Season Form
2657,511,424,Looking Ahead
2658,511,424,Turning the Corner
2659,511,424,The Long Haul
2660,511,425,The Home Stretch
2661,511,425,Fine Tuning
2662,511,425,Bowl--Bound?
2663,511,425,Coming Together
2664,511,426,After the Dust Settles
2665,511,426,Last Call
2666,511,426,Final Resting Place
2667,511,426,Writing On the Wall
2668,511,427,-J Stake a Claim
2669,511,427,Among the Best
2670,511,427,Still in the Hunt
2671,511,427,In the Thick of It
2672,511,428,Preseason All--American!
2673,511,428,Deep Talent Pool
2674,511,428,The A--List
2675,511,428,Leading in Talent
2676,511,428,Top Talent
2677,511,428,The Elite Conference?
2678,29,429,The Top Dawg
2679,511,429,All--Americans
2680,511,429,The Top Dogs
2681,511,429,The Elite Team
2682,511,429,Best of the Best
2683,511,430,The Thoroughbreds
2684,511,430,Young Guns
2685,511,430,Class of -P
2686,511,430,Top Talent
2687,511,430,Players to Watch
2688,511,430,Mr. All--American
2689,511,430,The Super Team
2690,511,430,-P Standouts
2691,511,430,The Next Crop
2692,511,430,A Special Group
2693,511,431,Natural Instincts
2694,511,431,The Next One?
2695,511,431,Super Star?
2696,511,431,The Kids are Alright
2697,511,432,Down and Out
2698,511,432,Unfortunate Turn
2699,511,432,Ouch!
2700,511,432,On the Shelf
2701,511,432,Tough Pill to Swallow
2702,511,433,The All--Americans
2703,511,433,Heading to the Pros?
2704,511,433,Best and the Brightest
2705,511,433,Top Dogs
2706,511,433,The Nation's Best
2707,511,433,All--World!
2708,511,433,Cream of the Crop!
2709,511,433,The Select Few
2710,511,433,College Football's Finest
2711,511,433,The A--List
2712,511,433,The Chosen Ones!
2713,511,433,"-P-"" Finest!"
2714,511,434,Making the Team
2715,511,434,The A--List
2716,511,434,The A--A Team!
2717,511,435,Simply the Best
2718,511,435,The Power Set
2719,511,435,Where It's At
2720,511,435,Football Country
2721,511,436,Top to Bottom
2722,511,436,Not a Weak Link
2723,511,436,No Easy Games
2724,511,436,Every Game's a Battle
2725,511,437,Bringing Up the Rear
2726,511,437,The Mild Bunch
2727,511,437,Rebuilding Year
2728,511,437,A Lull in the Cycle
2729,45,438,Geaux Tigers!
2730,511,438,King of the -g!
2731,511,438,Success!
2732,511,438,A Job Well Done
2733,511,438,Victory!
2734,511,439,Answering the Bell
2735,511,439,Getting the Jump
2736,511,439,-J Look to Run
2737,511,439,-J Light the Fuse
2738,511,440,In Mid--Season Form
2739,511,440,Got What It Takes?
2740,511,440,Are They For Real?
2741,511,440,Getting Their Game On
2742,511,441,Now's The Time
2743,511,441,Make the Move
2744,511,441,Sitting Pretty
2745,511,441,Is -b Title Town?
2746,511,442,Future Look
2747,511,442,Is This the Year?
2748,511,442,Poised for Big Things
2749,511,442,Setting the Table
2750,511,442,Our Picks
2751,511,442,-P Predictions
2752,511,442,How Will They Fare?
2753,511,442,Let the Games Begin!
2754,511,443,Too Early To Tell?
2755,511,443,-J Gun For Title
2756,511,443,The Team to Beat?
2757,511,443,Early Favorites
2758,511,444,In Mid--Season Form
2759,511,444,Got What It Takes?
2760,511,444,Are They For Real?
2761,511,444,Getting Their Game On
2762,511,445,Theirs for the Taking
2763,511,445,-P Champs?
2764,511,445,Great Expectations
2765,511,445,Now's The Time
2766,511,446,Conference Clash
2767,511,446,-J Face Tough Foe
2768,511,446,Nothing's Easy
2769,511,446,Conference Clash
2770,511,447,He Made 'em Pay
2771,511,447,Remember Me?
2772,511,447,Payback!
2773,511,447,Revenge is Sweet
2774,511,448,Finally Found a Home
2775,511,448,Loving the New Digs
2776,511,448,Greener Grass
2777,511,448,New Addition
2778,511,449,Super Start!
2779,511,449,-J Start -P In Style
2780,511,449,First Win a Good One
2781,511,449,Getting It Done
2782,511,450,Leading the Pack
2783,511,450,Taking Charge
2784,511,450,The Main Man
2785,511,450,A Leader is Born
2786,511,451,A Star in the Making
2787,511,451,Time to Shine
2788,511,451,Getting His Game On
2789,511,451,Keepin' It Tight!
2790,511,452,A New Star?
2791,511,452,Taking the Lead
2792,511,452,Mr. High Roller
2793,511,452,Mr. Clutch
2794,511,453,Star of the Sequel
2795,511,453,Can't Be Denied
2796,511,453,Human Highlight Reel
2797,511,453,Ready for Prime Time!
2798,511,454,Makin' Big Plays
2799,511,454,Big Man on Campus
2800,511,454,Big Players. Big Plays
2801,511,454,Steppin' It Up
2802,511,455,Mr. Clutch
2803,511,455,Getting His Game On
2804,511,455,A Hero Emerges
2805,511,455,Steppin' It Up
2806,511,456,Breaking Free
2807,511,456,A Star in the Making
2982,511,491,The Bowl Map
2983,511,491,The Big Bowl Picture
2984,511,491,Bowl--a--rama!
2985,511,491,Holiday Madness!
2986,511,491,Who's Playing Where?
2987,511,492,-J Win Rematch
2988,511,492,-b/-d II
2989,511,492,Deja Vu
2990,511,492,They Meet Again
2991,511,493,That'll Show 'em!
2992,511,493,Good Show!
2993,511,493,Good Riddance!
2994,511,493,Out on a High Note
2995,511,494,One to Remember!
2996,511,494,Overtime Thriller!
2997,511,494,Every Ounce of Passion
2998,511,494,Classic Game
2999,511,494,Instant Classic!
3000,511,495,Defense Wins Big Games
3001,511,495,The D Makes the Day
3002,511,495,Smothering D
3003,511,495,Clamping Down On 'Em
3004,511,496,Classic Shootout
3005,511,496,Lighting 'Em Up!
3006,511,496,Battle of the Big Guns
3007,511,496,Classic Brawl
3008,511,496,Bowl Classic!
3009,511,497,Slammed Shut!
3010,511,497,Total Domination
3011,511,497,Bowl--ed Over!
3012,511,497,Not Even Close
3013,511,497,Smacked Around!
3014,511,498,Amazing Finish
3015,511,498,One for the Ages
3016,511,498,The -J Storm Back
3017,511,498,Miracle Finish
3018,511,499,2nd--Half Heroics
3019,511,499,Fantastic Finish!
3020,511,499,Call it a Comeback!
3021,511,499,Saving the Season
3022,511,500,Classic Bowl Showdown
3023,511,500,One for the Ages
3024,511,500,A Game of Inches
3025,511,500,Winning the Close One
3026,511,500,Big Time Bowl Win!
3027,511,501,Slam Dunk!
3028,511,501,A Cruise to Victory
3029,511,501,-J Deliver
3030,511,501,-b Celebrates
3031,511,501,-J Dominate!
3032,58,502,Husker Power!
3033,70,502,Killer Nuts!
3034,76,502,Penn State Pride
3035,109,502,Deacons Dominate!
3036,511,502,Over Before It Began
3037,511,502,National Spanking!
3038,511,502,Ol' Fashioned Whipping
3039,511,502,Behind the Woodshed
3040,511,502,-J Triumph!
3041,511,502,-J Thump 'Em!
3042,511,502,Bowl Beat Down!
3043,3,503,Roll Tide!
3044,4,503,Bear Down!
3045,5,503,Maroon and Gold!
3046,6,503,Razorbacks Romp!
3047,9,503,War Eagles Soar!
3048,11,503,Sic 'Em Bears!
3049,21,503,Tigers Tear 'Em Up!
3050,22,503,Glory for Buffs!
3051,28,503,Seminole Uprising!
3052,36,503,Hoosiers Get It Done
3053,40,503,Wildcat Bowl Victory!
3054,49,503,Raising 'Cane!
3055,56,503,Mizzou...Rah!
3056,99,503,Bruins Bag Bowl Win
3057,111,503,All Hail!
3058,114,503,Badgers Bag Bowl Win
3059,511,503,Finishing the Job
3060,511,503,Sweet Victory
3061,511,503,-P Ends with a Win!
3062,511,503,-J Cruise
3063,511,503,-J Deliver
3064,511,503,Bowl--ing 'Em Over!
3065,511,503,-J Finish 'Em Off!
3066,511,504,The Big One
3067,511,504,For the Title!
3068,511,504,Classic Showdown
3069,511,504,Time to Settle This
3070,511,504,#1 vs. #2!
3071,511,504,Heavyweight Fight
3072,511,504,Big Bowl Blowout
3073,511,504,For all the Marbles!
3074,511,504,Heavyweights Collide!
3075,511,505,Top Teams Tangle
3076,511,505,Provin' Them Wrong!
3077,511,505,Time To Put Up
3078,511,505,Bowl Bonanza!
3079,511,505,Lets Settle This
3080,511,505,Top 10 Match--up!
3081,511,505,More Than Pride
3082,511,506,Bowl Season
3083,511,506,Holiday Havoc!
3084,511,506,Bowl Bound
3085,511,506,Holiday Madness!
3086,511,506,Top Teams Tangle
3087,511,506,Great Bowl Match--up!
3088,511,506,Post--Season Skirmish
3089,511,506,Bowl Battle!
3090,511,506,Looking Ahead...
3091,511,507,Hard to Swallow
3092,511,507,Painful Setback
3093,511,507,There's Always Next Year
3094,511,507,Bowl'ed Over!
3095,511,508,Bowl Fever!
3096,511,508,-J Keep Bowl Hopes
3097,511,508,Time To Put Up
3098,511,508,-J Go Bowlin'
3099,511,508,Holiday Madness!
0,0,0,ERROR! 
3100,511,267,-M points quiets -a
3101,511,204,Shootout!
2808,511,456,Minister of Defense
2809,511,456,Steppin' It Up
2810,511,457,The Total Package
2811,511,457,Making His Mark
2812,511,457,Taking Control
2813,511,457,Riding Shotgun
2814,511,458,Bound for Stardom!
2815,511,458,Taking It to 'Em
2816,511,458,A New Leader
2817,511,458,Player of the Week
2818,511,459,Hero!
2819,511,459,Amazing Game
2820,511,459,Icing on the Cake
2821,511,459,Comeback Kid
2822,511,460,Ready for Prime Time!
2823,511,460,Shining the Brightest
2824,511,460,Stepping Up!
2825,511,460,Star in the Making
2826,511,461,Breaking Free
2827,511,461,Mr. Clutch
2828,511,461,Big Play Maker
2829,511,461,Steppin' It Up
2830,511,462,A Hero Emerges
2831,511,462,Steppin' It Up
2832,511,462,Another Level
2833,511,462,Taking It to 'Em
2834,511,463,In Control!
2835,511,463,Player of the Week
2836,511,463,Owning 'Em!
2837,511,463,Call Him Bus Driver!
2838,511,464,A New Star?
2839,511,464,Taking the Lead
2840,511,464,Breaking Free
2841,511,464,A Star in the Making
2842,511,465,Deflated or Elated?
2843,511,465,What a Letdown
2844,511,465,Point Made in Defeat
2845,511,466,Proving Himself
2846,511,466,Good News/Bad News
2847,511,466,Winner!
2848,511,467,Making A Stand
2849,511,467,A Winner in a Loss
2850,511,467,The Silver Lining
2851,511,467,Making the Most of It
2852,511,468,A Hero Emerges
2853,511,468,A New Star?
2854,511,468,Big Play Maker
2855,511,468,Steppin' It Up
2856,511,469,The Best of the Worst
2857,511,469,The Bright Spot
2858,511,469,One Good Thing
2859,511,469,Bound for Stardom?
2860,511,469,Player of the Week
2861,511,470,A New Star?
2862,511,470,Big Play Maker
2863,511,470,Making A Stand
2864,511,470,A Winner in a Loss
2865,511,471,Star on a Dark Night
2866,511,471,Bright Spot
2867,511,471,Bittersweet 
2868,511,472,Standing Up
2869,511,472,The Best of the Worst
2870,511,472,Bringing Out the Best
2871,511,472,One Good Thing
2872,511,472,One Positive Note
2873,511,473,Mr. Clutch
2874,511,473,Player of the Week
2875,511,473,A Winner from a Loss
2876,511,473,Shining in a Loss
2877,511,473,The Impact Player
2878,511,474,Standing Up
2879,511,474,The Best of the Worst
2880,511,474,Making A Stand
2881,511,474,A Winner in a Loss
2882,511,475,A New Star?
2883,511,475,Taking the Lead
2884,511,475,Surviving the Heat
2885,511,475,Giving It His All
2886,511,475,Shooting Star
2887,511,476,The Best of the Worst
2888,511,476,A Winner in a Loss
2889,511,476,Surviving a Shutout
2890,511,476,Player of the Week
2891,511,476,Shining in a Loss
2892,511,477,Wasted Performace
2893,511,477,Little Consolation
2894,511,477,Small Rose/Big Thorn
2895,511,478,Not a One--Man Team
2896,511,478,Not His Fault
2897,511,478,Not Enough
2898,511,478,Consolation Prize
2899,511,479,Making A Stand
2900,511,479,A Winner in a Loss
2901,511,479,Standing Up
2902,511,479,-f Stands Out
2903,511,479,The Best of the Worst
2904,511,480,Giving It His All
2905,511,480,Shooting Star
2906,511,480,The Best of the Worst
2907,511,480,One Good Thing
2908,511,481,Surviving the Beating
2909,511,481,The Silver Lining
2910,511,481,One Man Show?
2911,511,481,Shining in a Loss
2912,511,482,One Man Show?
2913,511,482,Player of the Week
2914,511,482,Surviving the Beating
2915,511,482,The Silver Lining
2916,511,483,Stellar Performance
2917,511,483,Setting the Pace
2918,511,483,Making the Big Plays
2919,511,483,Turning Heads
2920,511,483,Best of the Best
2921,511,484,-S Semifinalist!
2922,511,484,Is This His Year?
2923,511,484,Could He Win?
2924,511,484,The Top Candidate
2925,511,484,Honored!
2926,511,484,Watch Out!
2927,511,484,Semifinalists Named
2928,511,484,Recipients Named
2929,511,484,Voted In
2930,511,484,Earning Recognition
2931,511,484,Respect!
2932,511,484,On the List!
2933,511,484,The Year's Best
2934,511,485,-S Finalist!
2935,511,485,Give It To Him!
2936,511,485,A Worthy Candidate
2937,511,485,Finally. Recognition
2938,511,485,Media Recognition
2939,511,485,-e!
2940,511,485,One Step Closer!
2941,511,485,-B Standout!
2942,511,485,Finalists Tabbed
2943,511,485,The Short List!
2944,511,485,Making the Cut
2945,511,485,In the Spotlight!
2946,511,485,Down to Three!
2947,511,486,Bring on the Hardware
2948,511,486,Winner!
2949,511,486,The Man of the Hour
2950,511,486,Award Winner
2951,511,486,Give it to Him!
2952,511,486,In a Class by Himself
2953,511,486,And Then There's One
2954,511,486,The Only One
2955,511,486,Takin' It Home
2956,511,486,The Best!
2957,511,486,No One's Better
2958,511,486,Standing Tall
2959,511,486,Head of the Class
2960,511,487,The Big Winner!
2961,511,487,The Master
2962,511,487,Hard--Earned Hardware
2963,511,487,Clear the Mantle
2964,511,487,None Better
2965,511,487,He's the Man!
2966,511,488,Our Vote
2967,511,488,Big Winner
2968,511,488,Earned It
2969,511,488,Getting Respect
2970,3,489,Tide Roll to the Bowl
2971,511,489,-Q Bound!
2972,511,489,-J Bowl Bound
2973,511,489,-: Bound
2974,511,489,Book the Flight
2975,511,489,Can They Win it All?
2976,511,489,Going Bowling!
