Team Name,UFID,TOID,TUCO
James Madison,2643,179,3
James Madison,2644,179,4
James Madison,2645,179,5
James Madison,2646,179,6
James Madison,2647,179,7
James Madison,2648,179,8
James Madison,2649,179,9
James Madison,2650,179,10
James Madison,2651,179,11
James Madison,2652,179,12
James Madison,2653,179,13
James Madison,2654,179,14
James Madison,2655,179,15
James Madison,2656,179,16
James Madison,2657,179,17
James Madison,2658,179,18
James Madison,2659,179,19
Kansas,2660,39,0
Kansas,2661,39,1
Kansas,2662,39,2
Kansas,2663,39,3
Kansas,2664,39,4
Kansas,2665,39,5
Kansas,2666,39,6
Kansas,2667,39,7
Kansas,2668,39,8
Kansas,2669,39,9
Kansas,2670,39,10
Kansas,2671,39,11
Kansas,2672,39,12
Kansas,2673,39,13
Kansas,2674,39,14
Kansas,2675,39,15
Kansas,2676,39,16
Kansas,2677,39,17
Kansas,2678,39,18
Kansas,2679,39,19
Kansas State,2680,40,0
Kansas State,2681,40,1
Kansas State,2682,40,2
Kansas State,2683,40,3
Kansas State,2684,40,4
Kansas State,2685,40,5
Kansas State,2686,40,6
Kansas State,2687,40,7
Kansas State,2688,40,8
Kansas State,2689,40,9
Kansas State,2690,40,10
Kansas State,2691,40,11
Kansas State,2692,40,12
Kansas State,2693,40,13
Kansas State,2694,40,14
Kansas State,2695,40,15
Kansas State,2696,40,16
Kansas State,2697,40,17
Kansas State,2698,40,18
Kansas State,2699,40,19
Kent State,2700,41,0
Kent State,2701,41,1
Kent State,2702,41,2
Kent State,2703,41,3
Kent State,2704,41,4
Kent State,2705,41,5
Kent State,2706,41,6
Kent State,2707,41,7
Kent State,2708,41,8
Kent State,2709,41,9
Kent State,2710,41,10
Kent State,2711,41,11
Kent State,2712,41,12
Kent State,2713,41,13
Kent State,2714,41,14
Kent State,2715,41,15
Kent State,2716,41,16
Kent State,2717,41,17
Kent State,2718,41,18
Kent State,2719,41,19
Kentucky,2720,42,0
Kentucky,2721,42,1
Kentucky,2722,42,2
Kentucky,2723,42,3
Kentucky,2724,42,4
Kentucky,2725,42,5
Kentucky,2726,42,6
Kentucky,2727,42,7
Kentucky,2728,42,8
Kentucky,2729,42,9
Kentucky,2730,42,10
Kentucky,2731,42,11
Kentucky,2732,42,12
Kentucky,2733,42,13
Kentucky,2734,42,14
Kentucky,2735,42,15
Kentucky,2736,42,16
Kentucky,2737,42,17
Kentucky,2738,42,18
Kentucky,2739,42,19
Liberty,2740,161,0
Liberty,2741,161,1
Liberty,2742,161,2
Liberty,2743,161,3
Liberty,2744,161,4
Liberty,2745,161,5
Liberty,2746,161,6
Liberty,2747,161,7
Liberty,2748,161,8
Liberty,2749,161,9
Liberty,2750,161,10
Liberty,2751,161,11
Liberty,2752,161,12
Liberty,2753,161,13
Liberty,2754,161,14
Liberty,2755,161,15
Liberty,2756,161,16
Liberty,2757,161,17
Liberty,2758,161,18
Liberty,2759,161,19
Louisiana Tech,2760,43,0
Louisiana Tech,2761,43,1
Louisiana Tech,2762,43,2
Louisiana Tech,2763,43,3
Louisiana Tech,2764,43,4
Louisiana Tech,2765,43,5
Louisiana Tech,2766,43,6
Louisiana Tech,2767,43,7
Louisiana Tech,2768,43,8
Louisiana Tech,2769,43,9
Louisiana Tech,2770,43,10
Louisiana Tech,2771,43,11
Louisiana Tech,2772,43,12
Louisiana Tech,2773,43,13
Louisiana Tech,2774,43,14
Louisiana Tech,2775,43,15
Louisiana Tech,2776,43,16
Louisiana Tech,2777,43,17
Louisiana Tech,2778,43,18
Louisiana Tech,2779,43,19
Louisville,2780,44,0
Louisville,2781,44,1
Louisville,2782,44,2
Louisville,2783,44,3
Louisville,2784,44,4
Louisville,2785,44,5
Louisville,2786,44,6
Louisville,2787,44,7
Louisville,2788,44,8
Louisville,2789,44,9
Louisville,2790,44,10
Louisville,2791,44,11
Louisville,2792,44,12
Louisville,2793,44,13
Louisville,2794,44,14
Louisville,2795,44,15
Louisville,2796,44,16
Louisville,2797,44,17
Louisville,2798,44,18
Louisville,2799,44,19
LSU,2800,45,0
LSU,2801,45,1
LSU,2802,45,2
LSU,2803,45,3
LSU,2804,45,4
LSU,2805,45,5
LSU,2806,45,6
LSU,2807,45,7
LSU,2808,45,8
LSU,2809,45,9
LSU,2810,45,10
LSU,2811,45,11
LSU,2812,45,12
LSU,2813,45,13
LSU,2814,45,14
LSU,2815,45,15
LSU,2816,45,16
LSU,2817,45,17
LSU,2818,45,18
LSU,2819,45,19
Maine,2820,180,0
Maine,2821,180,1
Maine,2822,180,2
Maine,2823,180,3
Maine,2824,180,4
Maine,2825,180,5
Maine,2826,180,6
Maine,2827,180,7
Maine,2828,180,8
Maine,2829,180,9
Maine,2830,180,10
Maine,2831,180,11
Maine,2832,180,12
Maine,2833,180,13
Maine,2834,180,14
Maine,2835,180,15
Maine,2836,180,16
Maine,2837,180,17
Maine,2838,180,18
Maine,2839,180,19
Marshall,2840,46,0
Marshall,2841,46,1
Marshall,2842,46,2
Marshall,2843,46,3
Marshall,2844,46,4
Marshall,2845,46,5
Marshall,2846,46,6
Marshall,2847,46,7
Marshall,2848,46,8
Marshall,2849,46,9
Marshall,2850,46,10
Marshall,2851,46,11
Marshall,2852,46,12
Marshall,2853,46,13
Marshall,2854,46,14
Marshall,2855,46,15
Marshall,2856,46,16
Marshall,2857,46,17
Marshall,2858,46,18
Marshall,2859,46,19
Maryland,2860,47,0
Maryland,2861,47,1
Maryland,2862,47,2
Maryland,2863,47,3
Maryland,2864,47,4
Maryland,2865,47,5
Maryland,2866,47,6
Maryland,2867,47,7
Maryland,2868,47,8
Maryland,2869,47,9
Maryland,2870,47,10
Maryland,2871,47,11
Maryland,2872,47,12
Maryland,2873,47,13
Maryland,2874,47,14
Maryland,2875,47,15
Maryland,2876,47,16
Maryland,2877,47,17
Maryland,2878,47,18
Maryland,2879,47,19
McNeese State,2880,213,0
McNeese State,2881,213,1
McNeese State,2882,213,2
McNeese State,2883,213,3
McNeese State,2884,213,4
McNeese State,2885,213,5
McNeese State,2886,213,6
McNeese State,2887,213,7
McNeese State,2888,213,8
McNeese State,2889,213,9
McNeese State,2890,213,10
McNeese State,2891,213,11
McNeese State,2892,213,12
McNeese State,2893,213,13
McNeese State,2894,213,14
McNeese State,2895,213,15
McNeese State,2896,213,16
McNeese State,2897,213,17
McNeese State,2898,213,18
McNeese State,2899,213,19
Memphis,2900,48,0
Memphis,2901,48,1
Memphis,2902,48,2
Memphis,2903,48,3
Memphis,2904,48,4
Memphis,2905,48,5
Memphis,2906,48,6
Memphis,2907,48,7
Memphis,2908,48,8
Memphis,2909,48,9
Memphis,2910,48,10
Memphis,2911,48,11
Memphis,2912,48,12
Memphis,2913,48,13
Memphis,2914,48,14
Memphis,2915,48,15
Memphis,2916,48,16
Memphis,2917,48,17
Memphis,2918,48,18
Memphis,2919,48,19
Miami,2920,49,0
Miami,2921,49,1
Miami,2922,49,2
Miami,2923,49,3
Miami,2924,49,4
Miami,2925,49,5
Miami,2926,49,6
Miami,2927,49,7
Miami,2928,49,8
Miami,2929,49,9
Miami,2930,49,10
Miami,2931,49,11
Miami,2932,49,12
Miami,2933,49,13
Miami,2934,49,14
Miami,2935,49,15
Miami,2936,49,16
Miami,2937,49,17
Miami,2938,49,18
Miami,2939,49,19
Miami University,2940,50,0
Miami University,2941,50,1
Miami University,2942,50,2
Miami University,2943,50,3
Miami University,2944,50,4
Miami University,2945,50,5
Miami University,2946,50,6
Miami University,2947,50,7
Miami University,2948,50,8
Miami University,2949,50,9
Miami University,2950,50,10
Miami University,2951,50,11
Miami University,2952,50,12
Miami University,2953,50,13
Miami University,2954,50,14
Miami University,2955,50,15
Miami University,2956,50,16
Miami University,2957,50,17
Miami University,2958,50,18
Miami University,2959,50,19
Michigan,2960,51,0
Michigan,2961,51,1
Michigan,2962,51,2
Michigan,2963,51,3
Michigan,2964,51,4
Michigan,2965,51,5
Michigan,2966,51,6
Michigan,2967,51,7
Michigan,2968,51,8
Michigan,2969,51,9
Michigan,2970,51,10
Michigan,2971,51,11
Michigan,2972,51,12
Michigan,2973,51,13
Michigan,2974,51,14
Michigan,2975,51,15
Michigan,2976,51,16
Michigan,2977,51,17
Michigan,2978,51,18
Michigan,2979,51,19
Michigan State,2980,52,0
Michigan State,2981,52,1
Michigan State,2982,52,2
Michigan State,2983,52,3
Michigan State,2984,52,4
Michigan State,2985,52,5
Michigan State,2986,52,6
Michigan State,2987,52,7
Michigan State,2988,52,8
Michigan State,2989,52,9
Michigan State,2990,52,10
Michigan State,2991,52,11
Michigan State,2992,52,12
Michigan State,2993,52,13
Michigan State,2994,52,14
Michigan State,2995,52,15
Michigan State,2996,52,16
Michigan State,2997,52,17
Michigan State,2998,52,18
Michigan State,2999,52,19
Mid Tenn State,3000,53,0
Mid Tenn State,3001,53,1
Mid Tenn State,3002,53,2
Mid Tenn State,3003,53,3
Mid Tenn State,3004,53,4
Mid Tenn State,3005,53,5
Mid Tenn State,3006,53,6
Mid Tenn State,3007,53,7
Mid Tenn State,3008,53,8
Mid Tenn State,3009,53,9
Mid Tenn State,3010,53,10
Mid Tenn State,3011,53,11
Mid Tenn State,3012,53,12
Mid Tenn State,3013,53,13
Mid Tenn State,3014,53,14
Mid Tenn State,3015,53,15
Mid Tenn State,3016,53,16
Mid Tenn State,3017,53,17
Mid Tenn State,3018,53,18
Mid Tenn State,3019,53,19
Minnesota,3020,54,0
Minnesota,3021,54,1
Minnesota,3022,54,2
Minnesota,3023,54,3
Minnesota,3024,54,4
Minnesota,3025,54,5
Minnesota,3026,54,6
Minnesota,3027,54,7
Minnesota,3028,54,8
Minnesota,3029,54,9
Minnesota,3030,54,10
Minnesota,3031,54,11
Minnesota,3032,54,12
Minnesota,3033,54,13
Minnesota,3034,54,14
Minnesota,3035,54,15
Minnesota,3036,54,16
Minnesota,3037,54,17
Minnesota,3038,54,18
Minnesota,3039,54,19
Miss Valley State,3040,132,0
Miss Valley State,3041,132,1
Miss Valley State,3042,132,2
Miss Valley State,3043,132,3
Miss Valley State,3044,132,4
Miss Valley State,3045,132,5
Miss Valley State,3046,132,6
Miss Valley State,3047,132,7
Miss Valley State,3048,132,8
Miss Valley State,3049,132,9
Miss Valley State,3050,132,10
Miss Valley State,3051,132,11
Miss Valley State,3052,132,12
Miss Valley State,3053,132,13
Miss Valley State,3054,132,14
Miss Valley State,3055,132,15
Miss Valley State,3056,132,16
Miss Valley State,3057,132,17
Miss Valley State,3058,132,18
Miss Valley State,3059,132,19
Mississippi State,3060,55,0
Mississippi State,3061,55,1
Mississippi State,3062,55,2
Mississippi State,3063,55,3
Mississippi State,3064,55,4
Mississippi State,3065,55,5
Mississippi State,3066,55,6
Mississippi State,3067,55,7
Mississippi State,3068,55,8
Mississippi State,3069,55,9
Mississippi State,3070,55,10
Mississippi State,3071,55,11
Mississippi State,3072,55,12
Mississippi State,3073,55,13
Mississippi State,3074,55,14
Mississippi State,3075,55,15
Mississippi State,3076,55,16
Mississippi State,3077,55,17
Mississippi State,3078,55,18
Mississippi State,3079,55,19
Missouri,3080,56,0
Missouri,3081,56,1
Missouri,3082,56,2
Missouri,3083,56,3
Missouri,3084,56,4
Missouri,3085,56,5
Missouri,3086,56,6
Missouri,3087,56,7
Missouri,3088,56,8
Missouri,3089,56,9
Missouri,3090,56,10
Missouri,3091,56,11
Missouri,3092,56,12
Missouri,3093,56,13
Missouri,3094,56,14
Missouri,3095,56,15
Missouri,3096,56,16
Missouri,3097,56,17
Missouri,3098,56,18
Missouri,3099,56,19
Montana,3100,199,0
Montana,3101,199,1
Montana,3102,199,2
Montana,3103,199,3
Montana,3104,199,4
Montana,3105,199,5
Montana,3106,199,6
Montana,3107,199,7
Montana,3108,199,8
Montana,3109,199,9
Montana,3110,199,10
Montana,3111,199,11
Montana,3112,199,12
Montana,3113,199,13
Montana,3114,199,14
Montana,3115,199,15
Montana,3116,199,16
Montana,3117,199,17
Montana,3118,199,18
Montana,3119,199,19
Montana State,3120,200,0
Montana State,3121,200,1
Montana State,3122,200,2
Montana State,3123,200,3
Montana State,3124,200,4
Montana State,3125,200,5
Montana State,3126,200,6
Montana State,3127,200,7
Montana State,3128,200,8
Montana State,3129,200,9
Montana State,3130,200,10
Montana State,3131,200,11
Montana State,3132,200,12
Montana State,3133,200,13
Montana State,3134,200,14
Montana State,3135,200,15
Montana State,3136,200,16
Montana State,3137,200,17
Montana State,3138,200,18
Montana State,3139,200,19
Morgan State,3140,133,0
Morgan State,3141,133,1
Morgan State,3142,133,2
Morgan State,3143,133,3
Morgan State,3144,133,4
Morgan State,3145,133,5
Morgan State,3146,133,6
Morgan State,3147,133,7
Morgan State,3148,133,8
Morgan State,3149,133,9
Morgan State,3150,133,10
Morgan State,3151,133,11
Morgan State,3152,133,12
Morgan State,3153,133,13
Morgan State,3154,133,14
Morgan State,3155,133,15
Morgan State,3156,133,16
Morgan State,3157,133,17
Morgan State,3158,133,18
Morgan State,3159,133,19
Murray State,3160,220,0
Murray State,3161,220,1
Murray State,3162,220,2
Murray State,3163,220,3
Murray State,3164,220,4
Murray State,3165,220,5
Murray State,3166,220,6
Murray State,3167,220,7
Murray State,3168,220,8
Murray State,3169,220,9
Murray State,3170,220,10
Murray State,3171,220,11
Murray State,3172,220,12
Murray State,3173,220,13
Murray State,3174,220,14
Murray State,3175,220,15
Murray State,3176,220,16
Murray State,3177,220,17
Murray State,3178,220,18
Murray State,3179,220,19
Navy,3180,57,0
Navy,3181,57,1
Navy,3182,57,2
Navy,3183,57,3
Navy,3184,57,4
Navy,3185,57,5
Navy,3186,57,6
Navy,3187,57,7
Navy,3188,57,8
Navy,3189,57,9
Navy,3190,57,10
Navy,3191,57,11
Navy,3192,57,12
Navy,3193,57,13
Navy,3194,57,14
Navy,3195,57,15
Navy,3196,57,16
Navy,3197,57,17
Navy,3198,57,18
Navy,3199,57,19
NC A&T State,3200,135,0
NC A&T State,3201,135,1
NC A&T State,3202,135,2
NC A&T State,3203,135,3
NC A&T State,3204,135,4
NC A&T State,3205,135,5
NC A&T State,3206,135,6
NC A&T State,3207,135,7
NC A&T State,3208,135,8
NC A&T State,3209,135,9
NC A&T State,3210,135,10
NC A&T State,3211,135,11
NC A&T State,3212,135,12
NC A&T State,3213,135,13
NC A&T State,3214,135,14
NC A&T State,3215,135,15
NC A&T State,3216,135,16
NC A&T State,3217,135,17
NC A&T State,3218,135,18
NC A&T State,3219,135,19
NC State,3220,63,0
NC State,3221,63,1
NC State,3222,63,2
NC State,3223,63,3
NC State,3224,63,4
NC State,3225,63,5
NC State,3226,63,6
NC State,3227,63,7
NC State,3228,63,8
NC State,3229,63,9
NC State,3230,63,10
NC State,3231,63,11
NC State,3232,63,12
NC State,3233,63,13
NC State,3234,63,14
NC State,3235,63,15
NC State,3236,63,16
NC State,3237,63,17
NC State,3238,63,18
NC State,3239,63,19
Nebraska,3240,58,0
Nebraska,3241,58,1
Nebraska,3242,58,2
Nebraska,3243,58,3
Nebraska,3244,58,4
Nebraska,3245,58,5
Nebraska,3246,58,6
Nebraska,3247,58,7
Nebraska,3248,58,8
Nebraska,3249,58,9
Nebraska,3250,58,10
Nebraska,3251,58,11
Nebraska,3252,58,12
Nebraska,3253,58,13
Nebraska,3254,58,14
Nebraska,3255,58,15
Nebraska,3256,58,16
Nebraska,3257,58,17
Nebraska,3258,58,18
Nebraska,3259,58,19
Nevada,3260,59,0
Nevada,3261,59,1
Nevada,3262,59,2
Nevada,3263,59,3
Nevada,3264,59,4
Nevada,3265,59,5
Nevada,3266,59,6
Nevada,3267,59,7
Nevada,3268,59,8
Nevada,3269,59,9
Nevada,3270,59,10
Nevada,3271,59,11
Nevada,3272,59,12
Nevada,3273,59,13
Nevada,3274,59,14
Nevada,3275,59,15
Nevada,3276,59,16
Nevada,3277,59,17
Nevada,3278,59,18
Nevada,3279,59,19
New Hampshire,3280,182,0
New Hampshire,3281,182,1
New Hampshire,3282,182,2
New Hampshire,3283,182,3
New Hampshire,3284,182,4
New Hampshire,3285,182,5
New Hampshire,3286,182,6
New Hampshire,3287,182,7
New Hampshire,3288,182,8
New Hampshire,3289,182,9
New Hampshire,3290,182,10
New Hampshire,3291,182,11
New Hampshire,3292,182,12
New Hampshire,3293,182,13
New Hampshire,3294,182,14
New Hampshire,3295,182,15
New Hampshire,3296,182,16
New Hampshire,3297,182,17
New Hampshire,3298,182,18
New Hampshire,3299,182,19
New Mexico,3300,60,0
New Mexico,3301,60,1
New Mexico,3302,60,2
New Mexico,3303,60,3
New Mexico,3304,60,4
New Mexico,3305,60,5
New Mexico,3306,60,6
New Mexico,3307,60,7
New Mexico,3308,60,8
New Mexico,3309,60,9
New Mexico,3310,60,10
New Mexico,3311,60,11
New Mexico,3312,60,12
New Mexico,3313,60,13
New Mexico,3314,60,14
New Mexico,3315,60,15
New Mexico,3316,60,16
New Mexico,3317,60,17
New Mexico,3318,60,18
New Mexico,3319,60,19
New Mexico State,3320,61,0
New Mexico State,3321,61,1
New Mexico State,3322,61,2
New Mexico State,3323,61,3
New Mexico State,3324,61,4
New Mexico State,3325,61,5
New Mexico State,3326,61,6
New Mexico State,3327,61,7
New Mexico State,3328,61,8
New Mexico State,3329,61,9
New Mexico State,3330,61,10
New Mexico State,3331,61,11
New Mexico State,3332,61,12
New Mexico State,3333,61,13
New Mexico State,3334,61,14
New Mexico State,3335,61,15
New Mexico State,3336,61,16
New Mexico State,3337,61,17
New Mexico State,3338,61,18
New Mexico State,3339,61,19
Nicholls State,3340,215,0
Nicholls State,3341,215,1
Nicholls State,3342,215,2
Nicholls State,3343,215,3
Nicholls State,3344,215,4
Nicholls State,3345,215,5
Nicholls State,3346,215,6
Nicholls State,3347,215,7
Nicholls State,3348,215,8
Nicholls State,3349,215,9
Nicholls State,3350,215,10
Nicholls State,3351,215,11
Nicholls State,3352,215,12
Nicholls State,3353,215,13
Nicholls State,3354,215,14
Nicholls State,3355,215,15
Nicholls State,3356,215,16
Nicholls State,3357,215,17
Nicholls State,3358,215,18
Nicholls State,3359,215,19
Norfolk State,3360,134,0
Norfolk State,3361,134,1
Norfolk State,3362,134,2
Norfolk State,3363,134,3
Norfolk State,3364,134,4
Norfolk State,3365,134,5
Norfolk State,3366,134,6
Norfolk State,3367,134,7
Norfolk State,3368,134,8
Norfolk State,3369,134,9
Norfolk State,3370,134,10
Norfolk State,3371,134,11
Norfolk State,3372,134,12
Norfolk State,3373,134,13
Norfolk State,3374,134,14
Norfolk State,3375,134,15
Norfolk State,3376,134,16
Norfolk State,3377,134,17
Norfolk State,3378,134,18
Norfolk State,3379,134,19
North Carolina,3380,62,0
North Carolina,3381,62,1
North Carolina,3382,62,2
North Carolina,3383,62,3
North Carolina,3384,62,4
North Carolina,3385,62,5
North Carolina,3386,62,6
North Carolina,3387,62,7
North Carolina,3388,62,8
North Carolina,3389,62,9
North Carolina,3390,62,10
North Carolina,3391,62,11
North Carolina,3392,62,12
North Carolina,3393,62,13
North Carolina,3394,62,14
North Carolina,3395,62,15
North Carolina,3396,62,16
North Carolina,3397,62,17
North Carolina,3398,62,18
North Carolina,3399,62,19
North Texas,3400,64,0
North Texas,3401,64,1
North Texas,3402,64,2
North Texas,3403,64,3
North Texas,3404,64,4
North Texas,3405,64,5
North Texas,3406,64,6
North Texas,3407,64,7
North Texas,3408,64,8
North Texas,3409,64,9
North Texas,3410,64,10
North Texas,3411,64,11
North Texas,3412,64,12
North Texas,3413,64,13
North Texas,3414,64,14
North Texas,3415,64,15
North Texas,3416,64,16
North Texas,3417,64,17
North Texas,3418,64,18
North Texas,3419,64,19
Northern Arizona,3420,201,0
Northern Arizona,3421,201,1
Northern Arizona,3422,201,2
Northern Arizona,3423,201,3
Northern Arizona,3424,201,4
Northern Arizona,3425,201,5
Northern Arizona,3426,201,6
Northern Arizona,3427,201,7
Northern Arizona,3428,201,8
Northern Arizona,3429,201,9
Northern Arizona,3430,201,10
Northern Arizona,3431,201,11
Northern Arizona,3432,201,12
Northern Arizona,3433,201,13
Northern Arizona,3434,201,14
Northern Arizona,3435,201,15
Northern Arizona,3436,201,16
Northern Arizona,3437,201,17
Northern Arizona,3438,201,18
Northern Arizona,3439,201,19
Northern Illinois,3440,66,0
Northern Illinois,3441,66,1
Northern Illinois,3442,66,2
Northern Illinois,3443,66,3
Northern Illinois,3444,66,4
Northern Illinois,3445,66,5
Northern Illinois,3446,66,6
Northern Illinois,3447,66,7
Northern Illinois,3448,66,8
Northern Illinois,3449,66,9
Northern Illinois,3450,66,10
Northern Illinois,3451,66,11
Northern Illinois,3452,66,12
Northern Illinois,3453,66,13
Northern Illinois,3454,66,14
Northern Illinois,3455,66,15
Northern Illinois,3456,66,16
Northern Illinois,3457,66,17
Northern Illinois,3458,66,18
Northern Illinois,3459,66,19
Northwestern,3460,67,0
Northwestern,3461,67,1
Northwestern,3462,67,2
Northwestern,3463,67,3
Northwestern,3464,67,4
Northwestern,3465,67,5
Northwestern,3466,67,6
Northwestern,3467,67,7
Northwestern,3468,67,8
Northwestern,3469,67,9
Northwestern,3470,67,10
Northwestern,3471,67,11
Northwestern,3472,67,12
Northwestern,3473,67,13
Northwestern,3474,67,14
Northwestern,3475,67,15
Northwestern,3476,67,16
Northwestern,3477,67,17
Northwestern,3478,67,18
Northwestern,3479,67,19
Northwestern St,3480,214,0
Northwestern St,3481,214,1
Northwestern St,3482,214,2
Northwestern St,3483,214,3
Northwestern St,3484,214,4
Northwestern St,3485,214,5
Northwestern St,3486,214,6
Northwestern St,3487,214,7
Northwestern St,3488,214,8
Northwestern St,3489,214,9
Northwestern St,3490,214,10
Northwestern St,3491,214,11
Northwestern St,3492,214,12
Northwestern St,3493,214,13
Northwestern St,3494,214,14
Northwestern St,3495,214,15
Northwestern St,3496,214,16
Northwestern St,3497,214,17
Northwestern St,3498,214,18
Northwestern St,3499,214,19
Notre Dame,3500,68,0
Notre Dame,3501,68,1
Notre Dame,3502,68,2
Notre Dame,3503,68,3
Notre Dame,3504,68,4
Notre Dame,3505,68,5
Notre Dame,3506,68,6
Notre Dame,3507,68,7
Notre Dame,3508,68,8
Notre Dame,3509,68,9
Notre Dame,3510,68,10
Notre Dame,3511,68,11
Notre Dame,3512,68,12
Notre Dame,3513,68,13
Notre Dame,3514,68,14
Notre Dame,3515,68,15
Notre Dame,3516,68,16
Notre Dame,3517,68,17
Notre Dame,3518,68,18
Notre Dame,3519,68,19
Ohio,3520,69,0
Ohio,3521,69,1
Ohio,3522,69,2
Ohio,3523,69,3
Ohio,3524,69,4
Ohio,3525,69,5
Ohio,3526,69,6
Ohio,3527,69,7
Ohio,3528,69,8
Ohio,3529,69,9
Ohio,3530,69,10
Ohio,3531,69,11
Ohio,3532,69,12
Ohio,3533,69,13
Ohio,3534,69,14
Ohio,3535,69,15
Ohio,3536,69,16
Ohio,3537,69,17
Ohio,3538,69,18
Ohio,3539,69,19
Ohio State,3540,70,0
Ohio State,3541,70,1
Ohio State,3542,70,2
Ohio State,3543,70,3
Ohio State,3544,70,4
Ohio State,3545,70,5
Ohio State,3546,70,6
Ohio State,3547,70,7
Ohio State,3548,70,8
Ohio State,3549,70,9
Ohio State,3550,70,10
Ohio State,3551,70,11
Ohio State,3552,70,12
Ohio State,3553,70,13
Ohio State,3554,70,14
Ohio State,3555,70,15
Ohio State,3556,70,16
Ohio State,3557,70,17
Ohio State,3558,70,18
Ohio State,3559,70,19
Oklahoma,3560,71,0
Oklahoma,3561,71,1
Oklahoma,3562,71,2
Oklahoma,3563,71,3
Oklahoma,3564,71,4
Oklahoma,3565,71,5
Oklahoma,3566,71,6
Oklahoma,3567,71,7
Oklahoma,3568,71,8
Oklahoma,3569,71,9
Oklahoma,3570,71,10
Oklahoma,3571,71,11
Oklahoma,3572,71,12
Oklahoma,3573,71,13
Oklahoma,3574,71,14
Oklahoma,3575,71,15
Oklahoma,3576,71,16
Oklahoma,3577,71,17
Oklahoma,3578,71,18
Oklahoma,3579,71,19
Oklahoma State,3580,72,0
Oklahoma State,3581,72,1
Oklahoma State,3582,72,2
Oklahoma State,3583,72,3
Oklahoma State,3584,72,4
Oklahoma State,3585,72,5
Oklahoma State,3586,72,6
Oklahoma State,3587,72,7
Oklahoma State,3588,72,8
Oklahoma State,3589,72,9
Oklahoma State,3590,72,10
Oklahoma State,3591,72,11
Oklahoma State,3592,72,12
Oklahoma State,3593,72,13
Oklahoma State,3594,72,14
Oklahoma State,3595,72,15
Oklahoma State,3596,72,16
Oklahoma State,3597,72,17
Oklahoma State,3598,72,18
Oklahoma State,3599,72,19
Old Dominion,3600,164,0
Old Dominion,3601,164,1
Old Dominion,3602,164,2
Old Dominion,3603,164,3
Old Dominion,3604,164,4
Old Dominion,3605,164,5
Old Dominion,3606,164,6
Old Dominion,3607,164,7
Old Dominion,3608,164,8
Old Dominion,3609,164,9
Old Dominion,3610,164,10
Old Dominion,3611,164,11
Old Dominion,3612,164,12
Old Dominion,3613,164,13
Old Dominion,3614,164,14
Old Dominion,3615,164,15
Old Dominion,3616,164,16
Old Dominion,3617,164,17
Old Dominion,3618,164,18
Old Dominion,3619,164,19
Ole Miss,3620,73,0
Ole Miss,3621,73,1
Ole Miss,3622,73,2
Ole Miss,3623,73,3
Ole Miss,3624,73,4
Ole Miss,3625,73,5
Ole Miss,3626,73,6
Ole Miss,3627,73,7
Ole Miss,3628,73,8
Ole Miss,3629,73,9
Ole Miss,3630,73,10
Ole Miss,3631,73,11
Ole Miss,3632,73,12
Ole Miss,3633,73,13
Ole Miss,3634,73,14
Ole Miss,3635,73,15
Ole Miss,3636,73,16
Ole Miss,3637,73,17
Ole Miss,3638,73,18
Ole Miss,3639,73,19
Oregon,3640,74,4
Oregon,3641,74,5
Oregon,3642,74,2
Oregon,3643,74,3
Oregon,3644,74,0
Oregon,3645,74,1
Oregon,3646,74,6
Oregon,3647,74,7
Oregon,3648,74,8
Oregon,3649,74,9
Oregon,3650,74,10
Oregon,3651,74,11
Oregon,3652,74,12
Oregon,3653,74,13
Oregon,3654,74,14
Oregon,3655,74,15
Oregon,3656,74,16
Oregon,3657,74,17
Oregon,3658,74,18
Oregon,3659,74,19
Oregon State,3660,75,0
Oregon State,3661,75,1
Oregon State,3662,75,2
Oregon State,3663,75,3
Oregon State,3664,75,4
Oregon State,3665,75,5
Oregon State,3666,75,6
Oregon State,3667,75,7
Oregon State,3668,75,8
Oregon State,3669,75,9
Oregon State,3670,75,10
Oregon State,3671,75,11
Oregon State,3672,75,12
Oregon State,3673,75,13
Oregon State,3674,75,14
Oregon State,3675,75,15
Oregon State,3676,75,16
Oregon State,3677,75,17
Oregon State,3678,75,18
Oregon State,3679,75,19
Penn,3680,136,0
Penn,3681,136,1
Penn,3682,136,2
Penn,3683,136,3
Penn,3684,136,4
Penn,3685,136,5
Penn,3686,136,6
Penn,3687,136,7
Penn,3688,136,8
Penn,3689,136,9
Penn,3690,136,10
Penn,3691,136,11
Penn,3692,136,12
Penn,3693,136,13
Penn,3694,136,14
Penn,3695,136,15
Penn,3696,136,16
Penn,3697,136,17
Penn,3698,136,18
Penn,3699,136,19
Penn State,3700,76,0
Penn State,3701,76,1
Penn State,3702,76,2
Penn State,3703,76,3
Penn State,3704,76,4
Penn State,3705,76,5
Penn State,3706,76,6
Penn State,3707,76,7
Penn State,3708,76,8
Penn State,3709,76,9
Penn State,3710,76,10
Penn State,3711,76,11
Penn State,3712,76,12
Penn State,3713,76,13
Penn State,3714,76,14
Penn State,3715,76,15
Penn State,3716,76,16
Penn State,3717,76,17
Penn State,3718,76,18
Penn State,3719,76,19
Pittsburgh,3720,77,0
Pittsburgh,3721,77,1
Pittsburgh,3722,77,2
Pittsburgh,3723,77,3
Pittsburgh,3724,77,4
Pittsburgh,3725,77,5
Pittsburgh,3726,77,6
